frame_index_original,frame_index_zeroed,elapsed_time_s,timestamp,range_raw_m,velocity_raw_ms,range_kf_m,velocity_kf_ms,acceleration_kf_ms2,mahalanobis_d2,kf_update_accepted
708,51,2.04,03/22/2026 12:53:22.280,41.57700225,-2.528300788,41.31711804180831,-2.550312941347455,-0.36747695400766317,0.4407972707863124,True
709,52,2.08,03/22/2026 12:53:22.320,41.57700225,-2.696854174,41.21771143380815,-2.638216810987727,-1.0708747100525913,3.1017128126210194,True
710,53,2.12,03/22/2026 12:53:22.360,41.40157186,-2.696854174,41.11611667770377,-2.689824733363477,-1.155186697247841,0.050393522614818456,True
711,54,2.16,03/22/2026 12:53:22.400,40.87528069,-2.696854174,41.0063705000051,-2.7142788964550606,-0.9461656119445618,0.2743144296578006,True
712,55,2.2,03/22/2026 12:53:22.440,40.87528069,-2.865407559,40.89342933723879,-2.8150265957602176,-1.5505370586391898,2.2829316925248624,True
713,56,2.24,03/22/2026 12:53:22.480,40.52441991,-2.865407559,40.77554877353016,-2.870585876063361,-1.488429532608645,0.02872154335443152,True
714,57,2.2800000000000002,03/22/2026 12:53:22.520,40.34898952,-2.865407559,40.656152125832,-2.8941907370598767,-1.1431604039509482,0.7519497418295082,True
715,58,2.32,03/22/2026 12:53:22.560,40.17355913,-2.865407559,40.53553705807796,-2.8985468498492724,-0.745637812528523,0.9972072500980705,True
716,59,2.36,03/22/2026 12:53:22.600,40.34898952,-3.033960945,40.41484133045751,-2.9870018185709046,-1.30896306268701,1.9836707227919395,True
717,60,2.4,03/22/2026 12:53:22.640,39.99812874,-3.033960945,40.28971934620186,-3.0363637956436342,-1.2801518766139028,0.011403078115807154,True
718,61,2.44,03/22/2026 12:53:22.680,39.82269835,-3.033960945,40.16333547779626,-3.057804759787073,-0.9941368862062592,0.5197402386554368,True
719,62,2.48,03/22/2026 12:53:22.720,39.99812874,-3.202514331,40.036574183801946,-3.15584169048502,-1.554024178242717,1.9593236666620097,True
720,63,2.52,03/22/2026 12:53:22.760,39.82269835,-3.202514331,39.90821828111596,-3.209403056568397,-1.4713908777270626,0.04320952051386668,True
721,64,2.56,03/22/2026 12:53:22.800,39.64726796,-3.202514331,39.778564925740135,-3.23175416613442,-1.120635511616586,0.770182901015086,True
722,65,2.6,03/22/2026 12:53:22.840,39.1209768,-3.202514331,39.642686669599385,-3.235456839637615,-0.7254807322407524,0.9957545247336866,True
723,66,2.64,03/22/2026 12:53:22.880,39.1209768,-3.371067717,39.5039091680971,-3.32366414245232,-1.2941520958349737,2.0319216921688388,True
724,67,2.68,03/22/2026 12:53:22.920,39.1209768,-3.371067717,39.36646277881733,-3.3730091811051723,-1.2708735096731105,0.0077846847219095764,True
725,68,2.72,03/22/2026 12:53:22.960,38.77011602,-3.371067717,39.22549183409106,-3.394541874340744,-0.9892980840826036,0.5106365512865706,True
726,69,2.7600000000000002,03/22/2026 12:53:23.000,38.77011602,-3.371067717,39.08625499580367,-3.3991084836057053,-0.6529351809909713,0.7143951974020705,True
727,70,2.8000000000000003,03/22/2026 12:53:23.040,38.59468563,-3.539621103,38.94158698903383,-3.4887467824806158,-1.2632399494981024,2.3367735374315215,True
728,71,2.84,03/22/2026 12:53:23.080,38.41925524,-3.539621103,38.795812110069,-3.539469756403256,-1.2650726903857517,0.010363549865868326,True
729,72,2.88,03/22/2026 12:53:23.120,38.41925524,-3.539621103,38.65151873629439,-3.562060144394479,-0.99590428825048,0.45674347284122163,True
730,73,2.92,03/22/2026 12:53:23.160,38.06839446,-3.539621103,38.50418516650841,-3.567319657866692,-0.6636519704215593,0.7037637669226714,True
731,74,2.96,03/22/2026 12:53:23.200,38.06839446,-3.708174489,38.353856490261194,-3.657338299609936,-1.2734964730733767,2.330417148252881,True
732,75,3.0,03/22/2026 12:53:23.240,37.71753368,-3.708174489,38.200224835413536,-3.708223113687124,-1.272935137196212,0.016983936548609715,True
733,76,3.04,03/22/2026 12:53:23.280,37.54210329,-3.708174489,38.045843204891106,-3.730843751663885,-1.0010173149175459,0.4805836510083106,True
734,77,3.08,03/22/2026 12:53:23.320,37.54210329,-3.708174489,37.893146926821885,-3.7360659485458965,-0.6664470051074802,0.708561968539059,True
735,78,3.12,03/22/2026 12:53:23.360,37.3666729,-3.876727874,37.735219180160335,-3.8260276332067162,-1.2746644060678944,2.321995861647115,True
736,79,3.16,03/22/2026 12:53:23.400,37.3666729,-3.876727874,37.57852964345407,-3.8768563240924343,-1.2731331337263074,0.003283896205663103,True
737,80,3.2,03/22/2026 12:53:23.440,37.01581213,-3.876727874,37.41896118929816,-3.8994356352298083,-1.0007488615941988,0.4755207126170672,True
738,81,3.24,03/22/2026 12:53:23.480,37.01581213,-4.04528126,37.25619468452447,-3.9982220485651103,-1.5652825921979274,1.9961016080054608,True
739,82,3.2800000000000002,03/22/2026 12:53:23.520,36.84038174,-4.04528126,37.09243994027455,-4.0521992129261974,-1.4823061716206638,0.04765301974524165,True
